"CRDTQMCODIGO";"DTQMCODIGO";"USUCODIGO";"USUCODIGOACT";"QUICODIGO";"MTRNO";"MATCODIGO";"QUIPROMPARCIAL";"QUIEQUIVALENCIA80";"QUIEXAMEN";"QUIEQUIVALENCIA20";"QUIPROMQUIMESTRE";"MTRESTADO";"DTQMESTADO"
"6475";"170223";"112";"112";"7";"2532";"76";"0";"0";"0";"0";"0";"1";"1"
"6476";"170236";"112";"112";"7";"2533";"76";"0";"0";"0";"0";"0";"1";"1"
"6477";"170249";"112";"112";"7";"2534";"76";"0";"0";"0";"0";"0";"1";"1"
"6478";"170262";"112";"112";"7";"2535";"76";"0";"0";"0";"0";"0";"1";"1"
"6479";"170275";"112";"112";"7";"2536";"76";"0";"0";"0";"0";"0";"1";"1"
"6480";"170288";"112";"112";"7";"2537";"76";"0";"0";"0";"0";"0";"1";"1"
"6481";"170301";"112";"112";"7";"2538";"76";"0";"0";"0";"0";"0";"1";"1"
"6482";"170314";"112";"112";"7";"2539";"76";"0";"0";"0";"0";"0";"1";"1"
"6483";"170327";"112";"112";"7";"2540";"76";"0";"0";"0";"0";"0";"1";"1"
"6484";"170340";"112";"112";"7";"2541";"76";"0";"0";"0";"0";"0";"1";"1"
"6485";"170353";"112";"112";"7";"2542";"76";"0";"0";"0";"0";"0";"1";"1"
"6486";"170366";"112";"112";"7";"2543";"76";"0";"0";"0";"0";"0";"1";"1"
"6487";"170379";"112";"112";"7";"2544";"76";"0";"0";"0";"0";"0";"1";"1"
"6488";"170392";"112";"112";"7";"2545";"76";"0";"0";"0";"0";"0";"1";"1"
"6489";"170405";"112";"112";"7";"2546";"76";"0";"0";"0";"0";"0";"1";"1"
"6490";"170418";"112";"112";"7";"2547";"76";"0";"0";"0";"0";"0";"1";"1"
"6491";"170431";"112";"112";"7";"2548";"76";"0";"0";"0";"0";"0";"1";"1"
"6492";"170444";"112";"112";"7";"2549";"76";"0";"0";"0";"0";"0";"1";"1"
"6493";"170457";"112";"112";"7";"2550";"76";"0";"0";"0";"0";"0";"1";"1"
"6494";"170470";"112";"112";"7";"2551";"76";"0";"0";"0";"0";"0";"1";"1"
"6495";"170483";"112";"112";"7";"2553";"76";"0";"0";"0";"0";"0";"1";"1"
"6496";"170496";"112";"112";"7";"2554";"76";"0";"0";"0";"0";"0";"1";"1"
"6497";"170873";"112";"112";"7";"2602";"76";"0";"0";"0";"0";"0";"1";"1"
"6498";"214556";"112";"112";"9";"2653";"77";"0";"0";"0";"0";"0";"1";"1"
"6499";"214569";"112";"112";"9";"2656";"77";"0";"0";"0";"0";"0";"1";"1"
"6500";"214582";"112";"112";"9";"2658";"77";"0";"0";"0";"0";"0";"1";"1"
"6501";"214595";"112";"112";"9";"2662";"77";"0";"0";"0";"0";"0";"1";"1"
"6502";"215063";"112";"112";"9";"2699";"77";"0";"0";"0";"0";"0";"1";"1"
"6503";"215076";"112";"112";"9";"2700";"77";"0";"0";"0";"0";"0";"1";"1"
"6504";"215089";"112";"112";"9";"2701";"77";"0";"0";"0";"0";"0";"1";"1"
"6505";"215102";"112";"112";"9";"2702";"77";"0";"0";"0";"0";"0";"1";"1"
"6506";"215115";"112";"112";"9";"2703";"77";"0";"0";"0";"0";"0";"1";"1"
"6507";"215128";"112";"112";"9";"2704";"77";"0";"0";"0";"0";"0";"1";"1"
"6508";"215141";"112";"112";"9";"2705";"77";"0";"0";"0";"0";"0";"1";"1"
"6509";"215154";"112";"112";"9";"2706";"77";"0";"0";"0";"0";"0";"1";"1"
"6510";"215167";"112";"112";"9";"2707";"77";"0";"0";"0";"0";"0";"1";"1"
"6511";"215180";"112";"112";"9";"2708";"77";"0";"0";"0";"0";"0";"1";"1"
"6512";"215193";"112";"112";"9";"2709";"77";"0";"0";"0";"0";"0";"1";"1"
"6513";"215206";"112";"112";"9";"2710";"77";"0";"0";"0";"0";"0";"1";"1"
"6514";"215219";"112";"112";"9";"2711";"77";"0";"0";"0";"0";"0";"1";"1"
"6515";"215232";"112";"112";"9";"2712";"77";"0";"0";"0";"0";"0";"1";"1"
"6516";"215245";"112";"112";"9";"2713";"77";"0";"0";"0";"0";"0";"1";"1"
"6517";"215258";"112";"112";"9";"2714";"77";"0";"0";"0";"0";"0";"1";"1"
"6518";"215271";"112";"112";"9";"2715";"77";"0";"0";"0";"0";"0";"1";"1"
"6519";"215284";"112";"112";"9";"2716";"77";"0";"0";"0";"0";"0";"1";"1"
"6520";"215297";"112";"112";"9";"2717";"77";"0";"0";"0";"0";"0";"1";"1"
"6521";"215310";"112";"112";"9";"2718";"77";"0";"0";"0";"0";"0";"1";"1"
"6522";"215323";"112";"112";"9";"2719";"77";"0";"0";"0";"0";"0";"1";"1"
"6523";"215336";"112";"112";"9";"2720";"77";"0";"0";"0";"0";"0";"1";"1"
"6524";"215349";"112";"112";"9";"2721";"77";"0";"0";"0";"0";"0";"1";"1"
"6525";"215362";"112";"112";"9";"2722";"77";"0";"0";"0";"0";"0";"1";"1"
"6526";"215375";"112";"112";"9";"2723";"77";"0";"0";"0";"0";"0";"1";"1"
"6527";"215388";"112";"112";"9";"2724";"77";"0";"0";"0";"0";"0";"1";"1"
"6528";"215401";"112";"112";"9";"2725";"77";"0";"0";"0";"0";"0";"1";"1"
"6529";"215414";"112";"112";"9";"2726";"77";"0";"0";"0";"0";"0";"1";"1"
"6530";"215427";"112";"112";"9";"2727";"77";"0";"0";"0";"0";"0";"1";"1"
"6531";"215440";"112";"112";"9";"2728";"77";"0";"0";"0";"0";"0";"1";"1"
"6532";"215453";"112";"112";"9";"2729";"77";"0";"0";"0";"0";"0";"1";"1"
"6533";"170899";"112";"112";"7";"2653";"77";"0";"0";"0";"0";"0";"1";"1"
"6534";"170912";"112";"112";"7";"2656";"77";"0";"0";"0";"0";"0";"1";"1"
"6535";"170925";"112";"112";"7";"2658";"77";"0";"0";"0";"0";"0";"1";"1"
"6536";"170938";"112";"112";"7";"2662";"77";"0";"0";"0";"0";"0";"1";"1"
"6537";"171406";"112";"112";"7";"2699";"77";"0";"0";"0";"0";"0";"1";"1"
"6538";"171419";"112";"112";"7";"2700";"77";"0";"0";"0";"0";"0";"1";"1"
"6539";"171432";"112";"112";"7";"2701";"77";"0";"0";"0";"0";"0";"1";"1"
"6540";"171445";"112";"112";"7";"2702";"77";"0";"0";"0";"0";"0";"1";"1"
"6541";"171458";"112";"112";"7";"2703";"77";"0";"0";"0";"0";"0";"1";"1"
"6542";"171471";"112";"112";"7";"2704";"77";"0";"0";"0";"0";"0";"1";"1"
"6543";"171484";"112";"112";"7";"2705";"77";"0";"0";"0";"0";"0";"1";"1"
"6544";"171497";"112";"112";"7";"2706";"77";"0";"0";"0";"0";"0";"1";"1"
"6545";"171510";"112";"112";"7";"2707";"77";"0";"0";"0";"0";"0";"1";"1"
"6546";"171523";"112";"112";"7";"2708";"77";"0";"0";"0";"0";"0";"1";"1"
"6547";"171536";"112";"112";"7";"2709";"77";"0";"0";"0";"0";"0";"1";"1"
"6548";"171549";"112";"112";"7";"2710";"77";"0";"0";"0";"0";"0";"1";"1"
"6549";"171562";"112";"112";"7";"2711";"77";"0";"0";"0";"0";"0";"1";"1"
"6550";"171575";"112";"112";"7";"2712";"77";"0";"0";"0";"0";"0";"1";"1"
"6551";"171588";"112";"112";"7";"2713";"77";"0";"0";"0";"0";"0";"1";"1"
"6552";"171601";"112";"112";"7";"2714";"77";"0";"0";"0";"0";"0";"1";"1"
"6553";"171614";"112";"112";"7";"2715";"77";"0";"0";"0";"0";"0";"1";"1"
"6554";"171627";"112";"112";"7";"2716";"77";"0";"0";"0";"0";"0";"1";"1"
"6555";"171640";"112";"112";"7";"2717";"77";"0";"0";"0";"0";"0";"1";"1"
"6556";"171653";"112";"112";"7";"2718";"77";"0";"0";"0";"0";"0";"1";"1"
"6557";"171666";"112";"112";"7";"2719";"77";"0";"0";"0";"0";"0";"1";"1"
"6558";"171679";"112";"112";"7";"2720";"77";"0";"0";"0";"0";"0";"1";"1"
"6559";"171692";"112";"112";"7";"2721";"77";"0";"0";"0";"0";"0";"1";"1"
"6560";"171705";"112";"112";"7";"2722";"77";"0";"0";"0";"0";"0";"1";"1"
"6561";"171718";"112";"112";"7";"2723";"77";"0";"0";"0";"0";"0";"1";"1"
"6562";"171731";"112";"112";"7";"2724";"77";"0";"0";"0";"0";"0";"1";"1"
"6563";"171744";"112";"112";"7";"2725";"77";"0";"0";"0";"0";"0";"1";"1"
"6564";"171757";"112";"112";"7";"2726";"77";"0";"0";"0";"0";"0";"1";"1"
"6565";"171770";"112";"112";"7";"2727";"77";"0";"0";"0";"0";"0";"1";"1"
"6566";"171783";"112";"112";"7";"2728";"77";"0";"0";"0";"0";"0";"1";"1"
"6567";"171796";"112";"112";"7";"2729";"77";"0";"0";"0";"0";"0";"1";"1"
"6568";"214543";"112";"112";"9";"2652";"77";"0";"0";"0";"0";"0";"1";"1"
"6569";"214608";"112";"112";"9";"2664";"77";"0";"0";"0";"0";"0";"1";"1"
"6570";"214621";"112";"112";"9";"2665";"77";"0";"0";"0";"0";"0";"1";"1"
"6571";"214634";"112";"112";"9";"2666";"77";"0";"0";"0";"0";"0";"1";"1"
"6572";"214647";"112";"112";"9";"2667";"77";"0";"0";"0";"0";"0";"1";"1"
"6573";"214660";"112";"112";"9";"2668";"77";"0";"0";"0";"0";"0";"1";"1"
"6574";"214673";"112";"112";"9";"2669";"77";"0";"0";"0";"0";"0";"1";"1"
"6575";"214686";"112";"112";"9";"2670";"77";"0";"0";"0";"0";"0";"1";"1"
"6576";"214699";"112";"112";"9";"2671";"77";"0";"0";"0";"0";"0";"1";"1"
"6577";"214712";"112";"112";"9";"2672";"77";"0";"0";"0";"0";"0";"1";"1"
"6578";"214725";"112";"112";"9";"2673";"77";"0";"0";"0";"0";"0";"1";"1"
"6579";"214738";"112";"112";"9";"2674";"77";"0";"0";"0";"0";"0";"1";"1"
"6580";"214751";"112";"112";"9";"2675";"77";"0";"0";"0";"0";"0";"1";"1"
"6581";"214764";"112";"112";"9";"2676";"77";"0";"0";"0";"0";"0";"1";"1"
"6582";"214777";"112";"112";"9";"2677";"77";"0";"0";"0";"0";"0";"1";"1"
"6583";"214790";"112";"112";"9";"2678";"77";"0";"0";"0";"0";"0";"1";"1"
"6584";"214803";"112";"112";"9";"2679";"77";"0";"0";"0";"0";"0";"1";"1"
"6585";"214816";"112";"112";"9";"2680";"77";"0";"0";"0";"0";"0";"1";"1"
"6586";"214829";"112";"112";"9";"2681";"77";"0";"0";"0";"0";"0";"1";"1"
"6587";"214842";"112";"112";"9";"2682";"77";"0";"0";"0";"0";"0";"1";"1"
"6588";"214855";"112";"112";"9";"2683";"77";"0";"0";"0";"0";"0";"1";"1"
"6589";"214868";"112";"112";"9";"2684";"77";"0";"0";"0";"0";"0";"1";"1"
"6590";"214881";"112";"112";"9";"2685";"77";"0";"0";"0";"0";"0";"1";"1"
"6591";"214894";"112";"112";"9";"2686";"77";"0";"0";"0";"0";"0";"1";"1"
"6592";"214907";"112";"112";"9";"2687";"77";"0";"0";"0";"0";"0";"1";"1"
"6593";"214920";"112";"112";"9";"2688";"77";"0";"0";"0";"0";"0";"1";"1"
"6594";"214933";"112";"112";"9";"2689";"77";"0";"0";"0";"0";"0";"1";"1"
"6595";"214946";"112";"112";"9";"2690";"77";"0";"0";"0";"0";"0";"1";"1"
"6596";"214959";"112";"112";"9";"2691";"77";"0";"0";"0";"0";"0";"1";"1"
"6597";"214972";"112";"112";"9";"2692";"77";"0";"0";"0";"0";"0";"1";"1"
"6598";"214985";"112";"112";"9";"2693";"77";"0";"0";"0";"0";"0";"1";"1"
"6599";"214998";"112";"112";"9";"2694";"77";"0";"0";"0";"0";"0";"1";"1"
"6600";"215011";"112";"112";"9";"2695";"77";"0";"0";"0";"0";"0";"1";"1"
"6601";"215024";"112";"112";"9";"2696";"77";"0";"0";"0";"0";"0";"1";"1"
"6602";"215037";"112";"112";"9";"2697";"77";"0";"0";"0";"0";"0";"1";"1"
"6603";"215050";"112";"112";"9";"2698";"77";"0";"0";"0";"0";"0";"1";"1"
"6604";"170886";"112";"112";"7";"2652";"77";"0";"0";"0";"0";"0";"1";"1"
"6605";"170951";"112";"112";"7";"2664";"77";"0";"0";"0";"0";"0";"1";"1"
"6606";"170964";"112";"112";"7";"2665";"77";"0";"0";"0";"0";"0";"1";"1"
"6607";"170977";"112";"112";"7";"2666";"77";"0";"0";"0";"0";"0";"1";"1"
"6608";"170990";"112";"112";"7";"2667";"77";"0";"0";"0";"0";"0";"1";"1"
"6609";"171003";"112";"112";"7";"2668";"77";"0";"0";"0";"0";"0";"1";"1"
"6610";"171016";"112";"112";"7";"2669";"77";"0";"0";"0";"0";"0";"1";"1"
"6611";"171029";"112";"112";"7";"2670";"77";"0";"0";"0";"0";"0";"1";"1"
"6612";"171042";"112";"112";"7";"2671";"77";"0";"0";"0";"0";"0";"1";"1"
"6613";"171055";"112";"112";"7";"2672";"77";"0";"0";"0";"0";"0";"1";"1"
"6614";"171068";"112";"112";"7";"2673";"77";"0";"0";"0";"0";"0";"1";"1"
"6615";"171081";"112";"112";"7";"2674";"77";"0";"0";"0";"0";"0";"1";"1"
"6616";"171094";"112";"112";"7";"2675";"77";"0";"0";"0";"0";"0";"1";"1"
"6617";"171107";"112";"112";"7";"2676";"77";"0";"0";"0";"0";"0";"1";"1"
"6618";"171120";"112";"112";"7";"2677";"77";"0";"0";"0";"0";"0";"1";"1"
"6619";"171133";"112";"112";"7";"2678";"77";"0";"0";"0";"0";"0";"1";"1"
"6620";"171146";"112";"112";"7";"2679";"77";"0";"0";"0";"0";"0";"1";"1"
"6621";"171159";"112";"112";"7";"2680";"77";"0";"0";"0";"0";"0";"1";"1"
"6622";"171172";"112";"112";"7";"2681";"77";"0";"0";"0";"0";"0";"1";"1"
"6623";"171185";"112";"112";"7";"2682";"77";"0";"0";"0";"0";"0";"1";"1"
"6624";"171198";"112";"112";"7";"2683";"77";"0";"0";"0";"0";"0";"1";"1"
"6625";"171211";"112";"112";"7";"2684";"77";"0";"0";"0";"0";"0";"1";"1"
"6626";"171224";"112";"112";"7";"2685";"77";"0";"0";"0";"0";"0";"1";"1"
"6627";"171237";"112";"112";"7";"2686";"77";"0";"0";"0";"0";"0";"1";"1"
"6628";"171250";"112";"112";"7";"2687";"77";"0";"0";"0";"0";"0";"1";"1"
"6629";"171263";"112";"112";"7";"2688";"77";"0";"0";"0";"0";"0";"1";"1"
"6630";"171276";"112";"112";"7";"2689";"77";"0";"0";"0";"0";"0";"1";"1"
"6631";"171289";"112";"112";"7";"2690";"77";"0";"0";"0";"0";"0";"1";"1"
"6632";"171302";"112";"112";"7";"2691";"77";"0";"0";"0";"0";"0";"1";"1"
"6633";"171315";"112";"112";"7";"2692";"77";"0";"0";"0";"0";"0";"1";"1"
"6634";"171328";"112";"112";"7";"2693";"77";"0";"0";"0";"0";"0";"1";"1"
"6635";"171341";"112";"112";"7";"2694";"77";"0";"0";"0";"0";"0";"1";"1"
"6636";"171354";"112";"112";"7";"2695";"77";"0";"0";"0";"0";"0";"1";"1"
"6637";"171367";"112";"112";"7";"2696";"77";"0";"0";"0";"0";"0";"1";"1"
"6638";"171380";"112";"112";"7";"2697";"77";"0";"0";"0";"0";"0";"1";"1"
"6639";"171393";"112";"112";"7";"2698";"77";"0";"0";"0";"0";"0";"1";"1"
"6640";"215466";"112";"112";"9";"2793";"78";"0";"0";"0";"0";"0";"1";"1"
"6641";"215479";"112";"112";"9";"2794";"78";"0";"0";"0";"0";"0";"1";"1"
"6642";"215895";"112";"112";"9";"2828";"78";"0";"0";"0";"0";"0";"1";"1"
"6643";"215908";"112";"112";"9";"2829";"78";"0";"0";"0";"0";"0";"1";"1"
"6644";"215921";"112";"112";"9";"2830";"78";"0";"0";"0";"0";"0";"1";"1"
"6645";"215934";"112";"112";"9";"2831";"78";"0";"0";"0";"0";"0";"1";"1"
"6646";"215947";"112";"112";"9";"2832";"78";"0";"0";"0";"0";"0";"1";"1"
"6647";"215960";"112";"112";"9";"2833";"78";"0";"0";"0";"0";"0";"1";"1"
"6648";"215973";"112";"112";"9";"2834";"78";"0";"0";"0";"0";"0";"1";"1"
"6649";"215986";"112";"112";"9";"2835";"78";"0";"0";"0";"0";"0";"1";"1"
"6650";"215999";"112";"112";"9";"2836";"78";"0";"0";"0";"0";"0";"1";"1"
"6651";"216012";"112";"112";"9";"2837";"78";"0";"0";"0";"0";"0";"1";"1"
"6652";"216025";"112";"112";"9";"2838";"78";"0";"0";"0";"0";"0";"1";"1"
"6653";"216038";"112";"112";"9";"2839";"78";"0";"0";"0";"0";"0";"1";"1"
"6654";"216051";"112";"112";"9";"2840";"78";"0";"0";"0";"0";"0";"1";"1"
"6655";"216064";"112";"112";"9";"2841";"78";"0";"0";"0";"0";"0";"1";"1"
"6656";"216077";"112";"112";"9";"2842";"78";"0";"0";"0";"0";"0";"1";"1"
"6657";"216090";"112";"112";"9";"2843";"78";"0";"0";"0";"0";"0";"1";"1"
"6658";"216103";"112";"112";"9";"2844";"78";"0";"0";"0";"0";"0";"1";"1"
"6659";"216116";"112";"112";"9";"2845";"78";"0";"0";"0";"0";"0";"1";"1"
"6660";"216129";"112";"112";"9";"2846";"78";"0";"0";"0";"0";"0";"1";"1"
"6661";"216142";"112";"112";"9";"2847";"78";"0";"0";"0";"0";"0";"1";"1"
"6662";"216155";"112";"112";"9";"2848";"78";"0";"0";"0";"0";"0";"1";"1"
"6663";"216168";"112";"112";"9";"2849";"78";"0";"0";"0";"0";"0";"1";"1"
"6664";"216181";"112";"112";"9";"2850";"78";"0";"0";"0";"0";"0";"1";"1"
"6665";"216194";"112";"112";"9";"2851";"78";"0";"0";"0";"0";"0";"1";"1"
"6666";"216207";"112";"112";"9";"2852";"78";"0";"0";"0";"0";"0";"1";"1"
"6667";"216220";"112";"112";"9";"2853";"78";"0";"0";"0";"0";"0";"1";"1"
"6668";"216233";"112";"112";"9";"2854";"78";"0";"0";"0";"0";"0";"1";"1"
"6669";"216246";"112";"112";"9";"2856";"78";"0";"0";"0";"0";"0";"1";"1"
"6670";"216259";"112";"112";"9";"2857";"78";"0";"0";"0";"0";"0";"1";"1"
"6671";"216272";"112";"112";"9";"2858";"78";"0";"0";"0";"0";"0";"1";"1"
"6672";"216285";"112";"112";"9";"2859";"78";"0";"0";"0";"0";"0";"1";"1"
"6673";"171809";"112";"112";"7";"2793";"78";"0";"0";"0";"0";"0";"1";"1"
"6674";"171822";"112";"112";"7";"2794";"78";"0";"0";"0";"0";"0";"1";"1"
"6675";"172238";"112";"112";"7";"2828";"78";"0";"0";"0";"0";"0";"1";"1"
"6676";"172251";"112";"112";"7";"2829";"78";"0";"0";"0";"0";"0";"1";"1"
"6677";"172264";"112";"112";"7";"2830";"78";"0";"0";"0";"0";"0";"1";"1"
"6678";"172277";"112";"112";"7";"2831";"78";"0";"0";"0";"0";"0";"1";"1"
"6679";"172290";"112";"112";"7";"2832";"78";"0";"0";"0";"0";"0";"1";"1"
"6680";"172303";"112";"112";"7";"2833";"78";"0";"0";"0";"0";"0";"1";"1"
"6681";"172316";"112";"112";"7";"2834";"78";"0";"0";"0";"0";"0";"1";"1"
"6682";"172329";"112";"112";"7";"2835";"78";"0";"0";"0";"0";"0";"1";"1"
"6683";"172342";"112";"112";"7";"2836";"78";"0";"0";"0";"0";"0";"1";"1"
"6684";"172355";"112";"112";"7";"2837";"78";"0";"0";"0";"0";"0";"1";"1"
"6685";"172368";"112";"112";"7";"2838";"78";"0";"0";"0";"0";"0";"1";"1"
"6686";"172381";"112";"112";"7";"2839";"78";"0";"0";"0";"0";"0";"1";"1"
"6687";"172394";"112";"112";"7";"2840";"78";"0";"0";"0";"0";"0";"1";"1"
"6688";"172407";"112";"112";"7";"2841";"78";"0";"0";"0";"0";"0";"1";"1"
"6689";"172420";"112";"112";"7";"2842";"78";"0";"0";"0";"0";"0";"1";"1"
"6690";"172433";"112";"112";"7";"2843";"78";"0";"0";"0";"0";"0";"1";"1"
"6691";"172446";"112";"112";"7";"2844";"78";"0";"0";"0";"0";"0";"1";"1"
"6692";"172459";"112";"112";"7";"2845";"78";"0";"0";"0";"0";"0";"1";"1"
"6693";"172472";"112";"112";"7";"2846";"78";"0";"0";"0";"0";"0";"1";"1"
"6694";"172485";"112";"112";"7";"2847";"78";"0";"0";"0";"0";"0";"1";"1"
"6695";"172498";"112";"112";"7";"2848";"78";"0";"0";"0";"0";"0";"1";"1"
"6696";"172511";"112";"112";"7";"2849";"78";"0";"0";"0";"0";"0";"1";"1"
"6697";"172524";"112";"112";"7";"2850";"78";"0";"0";"0";"0";"0";"1";"1"
"6698";"172537";"112";"112";"7";"2851";"78";"0";"0";"0";"0";"0";"1";"1"
"6699";"172550";"112";"112";"7";"2852";"78";"0";"0";"0";"0";"0";"1";"1"
"6700";"172563";"112";"112";"7";"2853";"78";"0";"0";"0";"0";"0";"1";"1"
"6701";"172576";"112";"112";"7";"2854";"78";"0";"0";"0";"0";"0";"1";"1"
"6702";"172589";"112";"112";"7";"2856";"78";"0";"0";"0";"0";"0";"1";"1"
"6703";"172602";"112";"112";"7";"2857";"78";"0";"0";"0";"0";"0";"1";"1"
"6704";"172615";"112";"112";"7";"2858";"78";"0";"0";"0";"0";"0";"1";"1"
"6705";"172628";"112";"112";"7";"2859";"78";"0";"0";"0";"0";"0";"1";"1"
"6706";"215492";"112";"112";"9";"2797";"78";"0";"0";"0";"0";"0";"1";"1"
"6707";"215505";"112";"112";"9";"2798";"78";"0";"0";"0";"0";"0";"1";"1"
"6708";"215518";"112";"112";"9";"2799";"78";"0";"0";"0";"0";"0";"1";"1"
"6709";"215531";"112";"112";"9";"2800";"78";"0";"0";"0";"0";"0";"1";"1"
"6710";"215544";"112";"112";"9";"2801";"78";"0";"0";"0";"0";"0";"1";"1"
"6711";"215557";"112";"112";"9";"2802";"78";"0";"0";"0";"0";"0";"1";"1"
"6712";"215570";"112";"112";"9";"2803";"78";"0";"0";"0";"0";"0";"1";"1"
"6713";"215583";"112";"112";"9";"2804";"78";"0";"0";"0";"0";"0";"1";"1"
"6714";"215596";"112";"112";"9";"2805";"78";"0";"0";"0";"0";"0";"1";"1"
"6715";"215609";"112";"112";"9";"2806";"78";"0";"0";"0";"0";"0";"1";"1"
"6716";"215622";"112";"112";"9";"2807";"78";"0";"0";"0";"0";"0";"1";"1"
"6717";"215635";"112";"112";"9";"2808";"78";"0";"0";"0";"0";"0";"1";"1"
"6718";"215648";"112";"112";"9";"2809";"78";"0";"0";"0";"0";"0";"1";"1"
"6719";"215661";"112";"112";"9";"2810";"78";"0";"0";"0";"0";"0";"1";"1"
"6720";"215674";"112";"112";"9";"2811";"78";"0";"0";"0";"0";"0";"1";"1"
"6721";"215687";"112";"112";"9";"2812";"78";"0";"0";"0";"0";"0";"1";"1"
"6722";"215700";"112";"112";"9";"2813";"78";"0";"0";"0";"0";"0";"1";"1"
"6723";"215713";"112";"112";"9";"2814";"78";"0";"0";"0";"0";"0";"1";"1"
"6724";"215726";"112";"112";"9";"2815";"78";"0";"0";"0";"0";"0";"1";"1"
"6725";"215739";"112";"112";"9";"2816";"78";"0";"0";"0";"0";"0";"1";"1"
"6726";"215752";"112";"112";"9";"2817";"78";"0";"0";"0";"0";"0";"1";"1"
"6727";"215765";"112";"112";"9";"2818";"78";"0";"0";"0";"0";"0";"1";"1"
"6728";"215778";"112";"112";"9";"2819";"78";"0";"0";"0";"0";"0";"1";"1"
"6729";"215791";"112";"112";"9";"2820";"78";"0";"0";"0";"0";"0";"1";"1"
"6730";"215804";"112";"112";"9";"2821";"78";"0";"0";"0";"0";"0";"1";"1"
"6731";"215817";"112";"112";"9";"2822";"78";"0";"0";"0";"0";"0";"1";"1"
"6732";"215830";"112";"112";"9";"2823";"78";"0";"0";"0";"0";"0";"1";"1"
"6733";"215843";"112";"112";"9";"2824";"78";"0";"0";"0";"0";"0";"1";"1"
"6734";"215856";"112";"112";"9";"2825";"78";"0";"0";"0";"0";"0";"1";"1"
"6735";"215869";"112";"112";"9";"2826";"78";"0";"0";"0";"0";"0";"1";"1"
"6736";"215882";"112";"112";"9";"2827";"78";"0";"0";"0";"0";"0";"1";"1"
"6737";"171835";"112";"112";"7";"2797";"78";"0";"0";"0";"0";"0";"1";"1"
"6738";"171848";"112";"112";"7";"2798";"78";"0";"0";"0";"0";"0";"1";"1"
"6739";"171861";"112";"112";"7";"2799";"78";"0";"0";"0";"0";"0";"1";"1"
"6740";"171874";"112";"112";"7";"2800";"78";"0";"0";"0";"0";"0";"1";"1"
"6741";"171887";"112";"112";"7";"2801";"78";"0";"0";"0";"0";"0";"1";"1"
"6742";"171900";"112";"112";"7";"2802";"78";"0";"0";"0";"0";"0";"1";"1"
"6743";"171913";"112";"112";"7";"2803";"78";"0";"0";"0";"0";"0";"1";"1"
"6744";"171926";"112";"112";"7";"2804";"78";"0";"0";"0";"0";"0";"1";"1"
"6745";"171939";"112";"112";"7";"2805";"78";"0";"0";"0";"0";"0";"1";"1"
"6746";"171952";"112";"112";"7";"2806";"78";"0";"0";"0";"0";"0";"1";"1"
"6747";"171965";"112";"112";"7";"2807";"78";"0";"0";"0";"0";"0";"1";"1"
"6748";"171978";"112";"112";"7";"2808";"78";"0";"0";"0";"0";"0";"1";"1"
"6749";"171991";"112";"112";"7";"2809";"78";"0";"0";"0";"0";"0";"1";"1"
"6750";"172004";"112";"112";"7";"2810";"78";"0";"0";"0";"0";"0";"1";"1"
"6751";"172017";"112";"112";"7";"2811";"78";"0";"0";"0";"0";"0";"1";"1"
"6752";"172030";"112";"112";"7";"2812";"78";"0";"0";"0";"0";"0";"1";"1"
"6753";"172043";"112";"112";"7";"2813";"78";"0";"0";"0";"0";"0";"1";"1"
"6754";"172056";"112";"112";"7";"2814";"78";"0";"0";"0";"0";"0";"1";"1"
"6755";"172069";"112";"112";"7";"2815";"78";"0";"0";"0";"0";"0";"1";"1"
"6756";"172082";"112";"112";"7";"2816";"78";"0";"0";"0";"0";"0";"1";"1"
"6757";"172095";"112";"112";"7";"2817";"78";"0";"0";"0";"0";"0";"1";"1"
"6758";"172108";"112";"112";"7";"2818";"78";"0";"0";"0";"0";"0";"1";"1"
"6759";"172121";"112";"112";"7";"2819";"78";"0";"0";"0";"0";"0";"1";"1"
"6760";"172134";"112";"112";"7";"2820";"78";"0";"0";"0";"0";"0";"1";"1"
"6761";"172147";"112";"112";"7";"2821";"78";"0";"0";"0";"0";"0";"1";"1"
"6762";"172160";"112";"112";"7";"2822";"78";"0";"0";"0";"0";"0";"1";"1"
"6763";"172173";"112";"112";"7";"2823";"78";"0";"0";"0";"0";"0";"1";"1"
"6764";"172186";"112";"112";"7";"2824";"78";"0";"0";"0";"0";"0";"1";"1"
"6765";"172199";"112";"112";"7";"2825";"78";"0";"0";"0";"0";"0";"1";"1"
"6766";"172212";"112";"112";"7";"2826";"78";"0";"0";"0";"0";"0";"1";"1"
"6767";"172225";"112";"112";"7";"2827";"78";"0";"0";"0";"0";"0";"1";"1"
"6768";"216298";"112";"112";"9";"2959";"79";"0";"0";"0";"0";"0";"1";"1"
"6769";"216623";"112";"112";"9";"2984";"79";"0";"0";"0";"0";"0";"1";"1"
"6770";"216636";"112";"112";"9";"2985";"79";"0";"0";"0";"0";"0";"1";"1"
"6771";"216649";"112";"112";"9";"2986";"79";"0";"0";"0";"0";"0";"1";"1"
"6772";"216662";"112";"112";"9";"2987";"79";"0";"0";"0";"0";"0";"1";"1"
"6773";"216675";"112";"112";"9";"2988";"79";"0";"0";"0";"0";"0";"1";"1"
"6774";"216688";"112";"112";"9";"2989";"79";"0";"0";"0";"0";"0";"1";"1"
